City,Category,Customer_Name,Year,Quarter,Month,Day,Email,Month,Year,Quarter,Month,Day,Order_ID,Order_Status,Payment_Mode,Phone,Product,State,Weekday,Sum of Discount,Sum of Net_Amount,Sum of Profit,Sum of Qty,Sum of Sales,Total Sales,Sum of Unit_Price,Sum of Year
Pune,Electronics,Priya,2025,Qtr 1,March,18,priya72@gmail.com,March,2025,Qtr 1,March,18,ORD1100,Pending,COD,9126426468,Mouse,Maharashtra,Tuesday,0,2495,2495,5,2495,2495,499,2025
Pune,Electronics,Priya,2025,Qtr 2,June,19,priya86@gmail.com,June,2025,Qtr 2,June,19,ORD1426,Delivered,COD,9338976081,Laptop,Maharashtra,Thursday,0,7495,7495,5,7495,7495,1499,2025
Pune,Electronics,Rahul,2025,Qtr 1,January,5,rahul53@gmail.com,April,2025,Qtr 2,April,27,ORD1482,Delivered,Wallet,9487897218,Mouse,Maharashtra,Sunday,0,2495,2495,5,2495,2495,499,2025
Pune,Electronics,Rahul,2025,Qtr 2,June,21,rahul44@gmail.com,June,2025,Qtr 2,June,21,ORD1136,Delivered,Card,9843123958,Mouse,Maharashtra,Saturday,0,29997,29997,3,29997,29997,9999,2025
Pune,Electronics,Rohit,2025,Qtr 1,January,14,rohit67@gmail.com,January,2025,Qtr 1,January,14,ORD1212,Delivered,NetBanking,9919764359,Laptop,Maharashtra,Tuesday,0,9995,9995,5,9995,9995,1999,2025
Pune,Electronics,Rohit,2025,Qtr 1,March,2,rohit37@gmail.com,January,2025,Qtr 1,January,26,ORD1103,Cancelled,Wallet,9792751135,Mouse,Maharashtra,Sunday,0,1998,1998,2,1998,1998,999,2025
Pune,Electronics,Sneha,2025,Qtr 1,February,3,sneha63@gmail.com,February,2025,Qtr 1,February,25,ORD1052,Returned,UPI,9276376917,Mouse,Maharashtra,Tuesday,0,49995,49995,5,49995,49995,9999,2025
Pune,Electronics,Sneha,2025,Qtr 2,May,8,sneha22@gmail.com,May,2025,Qtr 2,May,8,ORD1490,Delivered,Card,9311385417,Laptop,Maharashtra,Thursday,0,19998,19998,2,19998,19998,9999,2025
Pune,Electronics,Sneha,2025,Qtr 2,June,23,sneha20@gmail.com,June,2025,Qtr 2,June,23,ORD1331,Delivered,COD,9561744309,Mouse,Maharashtra,Monday,0,24995,24995,5,24995,24995,4999,2025
Pune,Electronics,Sneha,2025,Qtr 3,September,4,sneha86@gmail.com,March,2025,Qtr 1,March,31,ORD1016,Pending,NetBanking,9125254427,Laptop,Maharashtra,Monday,0,14997,14997,3,14997,14997,4999,2025
Pune,Electronics,Vikas,2025,Qtr 2,April,16,vikas30@gmail.com,April,2025,Qtr 2,April,16,ORD1322,Returned,Card,9997851784,Mouse,Maharashtra,Wednesday,0,24995,24995,5,24995,24995,4999,2025
Pune,Electronics,Vikas,2025,Qtr 2,May,7,vikas8@gmail.com,May,2025,Qtr 2,May,7,ORD1059,Delivered,NetBanking,9966346542,Mouse,Maharashtra,Wednesday,0,4995,4995,5,4995,4995,999,2025
Pune,Electronics,Vikas,2025,Qtr 2,May,20,vikas2@gmail.com,May,2025,Qtr 2,May,20,ORD1075,Pending,NetBanking,9934129735,Mouse,Maharashtra,Tuesday,0,19996,19996,4,19996,19996,4999,2025
Pune,Electronics,Vikas,2025,Qtr 2,May,20,vikas22@gmail.com,May,2025,Qtr 2,May,20,ORD1121,Cancelled,NetBanking,9870762927,Mouse,Maharashtra,Tuesday,0,4999,4999,1,4999,4999,4999,2025
Pune,Electronics,Vikas,2025,Qtr 4,October,3,vikas63@gmail.com,March,2025,Qtr 1,March,2,ORD1134,Cancelled,Wallet,9988475551,Laptop,Maharashtra,Sunday,0,1497,1497,3,1497,1497,499,2025
Pune,Electronics,Vikas,2025,Qtr 4,December,5,vikas38@gmail.com,May,2025,Qtr 2,May,4,ORD1445,Delivered,COD,9704800143,Mouse,Maharashtra,Sunday,0,1497,1497,3,1497,1497,499,2025
Pune,Fashion,Amit,2025,Qtr 2,April,6,amit21@gmail.com,May,2025,Qtr 2,May,31,ORD1278,Delivered,UPI,9142819354,Watch,Maharashtra,Saturday,0,9998,9998,2,9998,9998,4999,2025
Pune,Fashion,Neha,2025,Qtr 1,February,10,neha53@gmail.com,February,2025,Qtr 1,February,10,ORD1454,Delivered,COD,9124493553,Watch,Maharashtra,Monday,0,3998,3998,2,3998,3998,1999,2025
Pune,Fashion,Priya,2025,Qtr 1,March,15,priya71@gmail.com,March,2025,Qtr 1,March,15,ORD1275,Returned,COD,9884785474,Shoes,Maharashtra,Saturday,0,1999,1999,1,1999,1999,1999,2025
Pune,Fashion,Priya,2025,Qtr 2,April,24,priya58@gmail.com,April,2025,Qtr 2,April,24,ORD1154,Delivered,NetBanking,Unknown,Shoes,Maharashtra,Thursday,0,12995,12995,5,12995,12995,2599,2025
Pune,Fashion,Priya,2025,Qtr 4,October,4,priya44@gmail.com,April,2025,Qtr 2,April,1,ORD1149,Returned,NetBanking,9690060173,Shoes,Maharashtra,Tuesday,0,3998,3998,2,3998,3998,1999,2025
Pune,Fashion,Rahul,2025,Qtr 1,January,7,rahul97@gmail.com,June,2025,Qtr 2,June,26,ORD1195,Delivered,COD,9670476961,Shoes,Maharashtra,Thursday,0,19998,19998,2,19998,19998,9999,2025
Pune,Fashion,Rahul,2025,Qtr 1,March,15,rahul90@gmail.com,March,2025,Qtr 1,March,15,ORD1020,Returned,UPI,9106119129,Watch,Maharashtra,Saturday,0,2997,2997,3,2997,2997,999,2025
Pune,Fashion,Rohit,2025,Qtr 2,June,12,rohit72@gmail.com,June,2025,Qtr 2,June,12,ORD1271,Returned,UPI,9387139728,Shoes,Maharashtra,Thursday,0,12995,12995,5,12995,12995,2599,2025
Pune,Fashion,Rohit,2025,Qtr 2,June,17,rohit46@gmail.com,June,2025,Qtr 2,June,17,ORD1481,Pending,Wallet,9379730312,Shoes,Maharashtra,Tuesday,0,10396,10396,4,10396,10396,2599,2025
Pune,Fashion,Rohit,2025,Qtr 3,September,2,rohit45@gmail.com,February,2025,Qtr 1,February,3,ORD1003,Pending,Card,9280491167,Watch,Maharashtra,Monday,0,24995,24995,5,24995,24995,4999,2025
Pune,Fashion,Rohit,2025,Qtr 3,September,2,rohit45@gmail.com,February,2025,Qtr 1,February,3,ORD1603,Pending,Card,9280491167,Watch,Maharashtra,Monday,0,24995,24995,5,24995,24995,4999,2025
Pune,Fashion,Rohit,2025,Qtr 4,November,4,rohit76@gmail.com,April,2025,Qtr 2,April,9,ORD1111,Returned,NetBanking,9978213662,Shoes,Maharashtra,Wednesday,0,2599,2599,1,2599,2599,2599,2025
Pune,Fashion,Sneha,2025,Qtr 1,January,25,sneha67@gmail.com,January,2025,Qtr 1,January,25,ORD1385,Returned,UPI,9237413851,Watch,Maharashtra,Saturday,0,7797,7797,3,7797,7797,2599,2025
Pune,Fashion,Sneha,2025,Qtr 3,August,4,sneha52@gmail.com,March,2025,Qtr 1,March,30,ORD1236,Returned,UPI,9467598211,Shoes,Maharashtra,Sunday,0,24995,24995,5,24995,24995,4999,2025
Pune,Fashion,Vikas,2025,Qtr 3,August,6,vikas84@gmail.com,June,2025,Qtr 2,June,1,ORD1082,Pending,COD,9289950400,Watch,Maharashtra,Sunday,0,5997,5997,3,5997,5997,1999,2025
Pune,Fashion,Vikas,2025,Qtr 4,October,5,vikas81@gmail.com,May,2025,Qtr 2,May,1,ORD1223,Cancelled,COD,9706847038,Watch,Maharashtra,Thursday,0,24995,24995,5,24995,24995,4999,2025
Pune,Furniture,Amit,2025,Qtr 2,May,12,amit95@gmail.com,May,2025,Qtr 2,May,12,ORD1141,Cancelled,Wallet,9184871973,Chair,Maharashtra,Monday,0,49995,49995,5,49995,49995,9999,2025
Pune,Furniture,Neha,2025,Qtr 1,January,6,neha99@gmail.com,January,2025,Qtr 1,January,6,ORD1399,Returned,UPI,9936830524,Chair,Maharashtra,Monday,0,4497,4497,3,4497,4497,1499,2025
Pune,Furniture,Neha,2025,Qtr 2,May,29,neha98@gmail.com,May,2025,Qtr 2,May,29,ORD1056,Cancelled,COD,9481676392,Chair,Maharashtra,Thursday,0,19998,19998,2,19998,19998,9999,2025
Pune,Furniture,Neha,2025,Qtr 2,June,15,neha79@gmail.com,June,2025,Qtr 2,June,15,ORD1074,Delivered,Card,9851707847,Chair,Maharashtra,Sunday,0,24995,24995,5,24995,24995,4999,2025
Pune,Furniture,Rohit,2025,Qtr 2,May,24,rohit35@gmail.com,May,2025,Qtr 2,May,24,ORD1485,Delivered,NetBanking,9845248519,Chair,Maharashtra,Saturday,0,2495,2495,5,2495,2495,499,2025
Pune,Furniture,Rohit,2025,Qtr 2,June,22,rohit94@gmail.com,June,2025,Qtr 2,June,22,ORD1476,Pending,Card,9281632903,Chair,Maharashtra,Sunday,0,12995,12995,5,12995,12995,2599,2025
Pune,Furniture,Vikas,2025,Qtr 1,January,14,vikas8@gmail.com,January,2025,Qtr 1,January,14,ORD1314,Delivered,COD,9612657813,Chair,Maharashtra,Tuesday,0,24995,24995,5,24995,24995,4999,2025
Pune,Home,Amit,2025,Qtr 1,March,21,amit68@gmail.com,March,2025,Qtr 1,March,21,ORD1349,Delivered,UPI,9794705508,Bottle,Maharashtra,Friday,0,4995,4995,5,4995,4995,999,2025
Pune,Home,Amit,2025,Qtr 2,May,13,amit55@gmail.com,May,2025,Qtr 2,May,13,ORD1034,Pending,NetBanking,9798448836,Bottle,Maharashtra,Tuesday,0,19996,19996,4,19996,19996,4999,2025
Pune,Home,Neha,2025,Qtr 2,April,12,neha79@gmail.com,April,2025,Qtr 2,April,12,ORD1032,Delivered,UPI,9312273373,Bottle,Maharashtra,Saturday,0,499,499,1,499,499,499,2025
Pune,Home,Neha,2025,Qtr 2,May,12,neha77@gmail.com,May,2025,Qtr 2,May,12,ORD1373,Returned,Wallet,9898877941,Bottle,Maharashtra,Monday,0,19996,19996,4,19996,19996,4999,2025
Pune,Home,Priya,2025,Qtr 2,May,13,priya84@gmail.com,May,2025,Qtr 2,May,13,ORD1362,Delivered,UPI,9419451949,Bottle,Maharashtra,Tuesday,0,29997,29997,3,29997,29997,9999,2025
Pune,Home,Rahul,2025,Qtr 1,January,3,rahul83@gmail.com,February,2025,Qtr 1,February,24,ORD1193,Returned,Wallet,9914184322,Bottle,Maharashtra,Monday,0,1497,1497,3,1497,1497,499,2025
Pune,Home,Rahul,2025,Qtr 1,February,6,rahul82@gmail.com,February,2025,Qtr 1,February,6,ORD1029,Delivered,COD,9689560222,Bottle,Maharashtra,Thursday,0,7495,7495,5,7495,7495,1499,2025
Pune,Home,Rahul,2025,Qtr 3,August,3,rahul98@gmail.com,February,2025,Qtr 1,February,27,ORD1334,Returned,Card,9151907626,Bottle,Maharashtra,Thursday,0,5997,5997,3,5997,5997,1999,2025
Pune,Home,Sneha,2025,Qtr 3,July,7,sneha24@gmail.com,June,2025,Qtr 2,June,29,ORD1262,Returned,Card,9282445351,Bottle,Maharashtra,Sunday,0,2495,2495,5,2495,2495,499,2025
Pune,Home,Vikas,2025,Qtr 1,January,15,vikas80@gmail.com,January,2025,Qtr 1,January,15,ORD1358,Delivered,UPI,9139900666,Bottle,Maharashtra,Wednesday,0,39996,39996,4,39996,39996,9999,2025
